qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
TRINITY_DN21883_c0_g1_i1.p1	385.01464883	0.528860642111	1	9	0.772025536035	0.0528650191585	6.08174461565e-05	KDEL-tailed cysteine endopeptidase CEP2	
TRINITY_DN21883_c0_g1_i1.p1	428.452378206	1.54594795749	3	69	0.766834476552	0.0102850495895	0.000122449373271	Oryzain alpha chain	
TRINITY_DN21883_c0_g1_i1.p1	388.131152402	1.58157294613	3	88	0.758066780643	0.0241770984758	2.28744865614e-05	Thiol protease aleurain	
TRINITY_DN21883_c0_g1_i1.p1	413.447366941	0.567915902717	1	3	0.757788699757	0.00454428848902	6.40040632257e-05	Silicatein	
TRINITY_DN21883_c0_g1_i1.p1	352.683949764	2.63577989312	5	296	0.757048472947	0.0490089254084	8.12874483604e-06	Germination-specific cysteine protease 1	
TRINITY_DN21883_c0_g1_i1.p1	375.133320693	0.564469665831	1	12	0.742958313557	0.00547421849232	0.000182473949744	Crustapain	
TRINITY_DN21883_c0_g1_i1.p1	373.947471985	0.513658737243	1	3	0.741387170117	0.00340363543079	0.000212727214424	Chymopapain	
TRINITY_DN21883_c0_g1_i1.p1	275.643717012	0.521905053277	1	19	0.73750407795	0.0702751208349	3.8855137834e-05	Cysteine protease XCP2	
TRINITY_DN21883_c0_g1_i1.p1	256.583025836	0.534514426495	1	23	0.729914788369	0.0703412899101	3.47191016589e-05	Cysteine protease XCP1	
TRINITY_DN21883_c0_g1_i1.p1	293.954149187	1.59994510145	3	157	0.714306291806	0.0126830847412	0.000129860935917	Vignain	
TRINITY_DN21883_c0_g1_i1.p1	195.375612551	0.54341885732	1	41	0.696208866728	0.0529398411128	2.52959123024e-05	KDEL-tailed cysteine endopeptidase CEP1	
TRINITY_DN21883_c0_g1_i1.p1	161.093603752	0.523660037823	1	56	0.65636714756	0.00364031712293	1.68992150091e-05	Fruit bromelain	
TRINITY_DN21896_c0_g1_i2.p1	368.439013613	1.09165317474	2	2274	0.825662947427	0.166578193014	4.49842235081e-05	Splicing factor YJU2	YJU2
TRINITY_DN21897_c0_g1_i1.p1	2209.42264763	3.81997572853	7	222	1.54994389535	0.14372523977	2.29612372946e-05	Biogenesis of lysosome-related organelles complex 1 subunit 2	BLOC1S2
TRINITY_DN21911_c1_g1_i1.p1	3425.77987854	2.54635094665	5	66	2.04310690905	0.156216861082	1.06318619934e-06	Cyclin-dependent kinase 5 activator 1	CDK5R1
TRINITY_DN21922_c1_g1_i1.p1	1817.60127774	41.7683586971	73	2755	1.3170405111	0.0	0.0	GTP-binding protein Rab-3D	
TRINITY_DN21922_c1_g1_i1.p1	1319.21766385	2.82947294672	5	24	1.26459237335	0.276586801177	0.0157151591578	Ras-related protein SEC4	
TRINITY_DN21922_c1_g1_i1.p1	265.884568986	2.24829552428	4	373	0.81045532202	0.215242749054	0.00114187134777	GTP-binding protein ypt1	
TRINITY_DN21922_c1_g1_i1.p1	418.060361272	0.578793647775	1	4	0.787553064223	0.057009247583	0.0057009247583	GTP-binding protein yptV2	
TRINITY_DN21922_c1_g1_i1.p1	407.131310006	0.563662749278	1	8	0.784173772426	0.0588745271122	0.00588745271122	Ras-like GTP-binding protein RYL1	
TRINITY_DN21922_c1_g1_i1.p1	302.783949057	0.546567838275	1	17	0.739334812284	0.0531473308113	0.00265736654056	GTP-binding protein yptV1	
TRINITY_DN21922_c1_g1_i1.p1	267.312194238	0.523385347951	1	20	0.726887703462	0.0564575451871	0.00201634089954	GTP-binding protein YPTM1	
TRINITY_DN21922_c1_g1_i1.p1	228.811918118	0.548693023744	1	30	0.71232486833	0.0581126523749	1.97662082908e-05	Ras-related protein RIC1	
TRINITY_DN21922_c1_g1_i1.p1	228.682892334	0.566368508154	1	32	0.709788800762	0.0533837746953	0.00111216197282	GTP-binding protein YPTC1	
TRINITY_DN21922_c1_g1_i1.p1	185.72917029	0.545482177238	1	45	0.694811762927	0.057560949979	0.000639566110878	Ras-related protein RABD1	
TRINITY_DN21922_c1_g1_i1.p1	162.798068391	0.547486096361	1	59	0.684701220305	0.0558007566204	0.000379596983812	GTP-binding protein YPTM2	
TRINITY_DN21922_c1_g1_i1.p1	100.419440076	0.552675124144	1	158	0.660681336144	0.057560949979	0.000312831249886	GTP-binding protein ypt2	
TRINITY_DN21923_c0_g1_i1.p1	2.269632417e-08	0.515488495123	1	23341	0.590000000009	0.0	0.0	Alpha-glucosidase	
TRINITY_DN21929_c0_g1_i1.p1	2.38000121147e-12	0.502480834213	1	239	0.721197156865	0.247541789577	4.19445052785e-07	CCAAT/enhancer-binding protein gamma	
TRINITY_DN21929_c0_g1_i2.p1	2.38000121147e-12	0.502480834213	1	239	0.721197156865	0.247541789577	4.19445052785e-07	CCAAT/enhancer-binding protein gamma	
TRINITY_DN21949_c0_g1_i1.p1	2504.74669245	58.3540371232	97	2311	1.69956224474	0.203136985357	4.82759943275e-05	Guanine nucleotide-binding protein alpha-1 subunit	
TRINITY_DN21949_c0_g1_i1.p1	608.391603077	1.81753241407	3	38	0.892733298443	0.11203137888	1.32029109569e-06	G protein alpha q subunit	
TRINITY_DN21962_c0_g1_i1.p1	2194.80570364	9.04488552453	15	481	1.56707003934	0.187070224318	2.69498928339e-05	26S proteasome non-ATPase regulatory subunit 11	
TRINITY_DN21964_c0_g1_i1.p1	4330.07706596	9.16860409392	15	123	2.36313137536	0.0775481856825	5.28319488779e-07	Beta-adrenergic receptor kinase 1	
TRINITY_DN21987_c0_g1_i1.p1	1.45039369813e-13	0.512988339346	1	59	0.678170512551	0.166359447005	2.81931862987e-07	Glyoxylate/succinic semialdehyde reductase 1	
TRINITY_DN21996_c0_g1_i1.p1	871.446867776	3.21529210521	5	51	1.06356962383	0.235829242848	6.89004507475e-05	Cytochrome c, somatic	
TRINITY_DN21996_c0_g1_i1.p1	440.699932106	61.059476689	95	71881	0.925662368989	0.300721191671	8.22804880128e-06	Cytochrome c	
TRINITY_DN22004_c0_g1_i1.p1	1664.7856353	38.6271344146	67	3066	1.25591425412	0.0	0.0	Ras-related protein Rab-14	
TRINITY_DN22004_c0_g1_i1.p1	415.919320119	0.551129161298	1	10	0.793608051477	0.0700444954787	0.00583704128989	Ras-related protein RGP2	
TRINITY_DN22004_c0_g1_i1.p1	411.69202383	0.545527658082	1	8	0.789936031579	0.0662767331707	0.00662767331707	Ras-like GTP-binding protein RYL1	
TRINITY_DN22004_c0_g1_i1.p1	427.567100294	0.566563394825	1	2	0.761026840118	0.0	0.0	Probable Ras-related protein Rab-4A	
TRINITY_DN22004_c0_g1_i1.p1	322.948780497	0.557961230092	1	17	0.755325163125	0.0680709056983	0.00340354528491	GTP-binding protein yptV1	
TRINITY_DN22004_c0_g1_i1.p1	211.787081362	1.71405203014	3	373	0.753861564067	0.149311037749	0.000594075747014	GTP-binding protein ypt1	
TRINITY_DN22004_c0_g1_i1.p1	276.984874222	0.635718402754	1	30	0.75250160323	0.0974594517009	0.00270720699169	GTP-binding protein yptV4	
TRINITY_DN22004_c0_g1_i1.p1	227.479291521	0.639439213773	1	45	0.733080322634	0.0982130041625	0.00178569098477	GTP-binding protein YPTC4	
TRINITY_DN22004_c0_g1_i1.p1	234.004666406	0.5546882842	1	32	0.718984548611	0.0667073345773	0.00138973613703	GTP-binding protein YPTC1	
TRINITY_DN22004_c0_g1_i1.p1	231.618446092	0.522662500247	1	29	0.718175284048	0.0670302856323	9.27113217597e-05	Ras-related protein RGP1	
TRINITY_DN22004_c0_g1_i1.p1	228.871224563	0.525292539724	1	30	0.716276221337	0.0655231807091	2.22867961595e-05	Ras-related protein RIC1	
TRINITY_DN22004_c0_g1_i1.p1	167.090549357	0.537816605075	1	59	0.692124090453	0.0665638007751	0.000452814971259	GTP-binding protein YPTM2	
TRINITY_DN22004_c0_g1_i1.p1	153.662192096	0.553913986609	1	74	0.68692810021	0.0668867518301	0.000662245067624	GTP-binding protein ypt4	
TRINITY_DN22004_c0_g1_i1.p1	105.700024179	0.556778921532	1	158	0.66821281167	0.0677838380939	0.000368390424423	GTP-binding protein ypt2	
TRINITY_DN22005_c0_g2_i1.p1	1770.10842448	3.63547784398	7	346	1.29804336979	0.0	0.0	Akirin-2	
TRINITY_DN22017_c0_g2_i1.p1	903.315141171	6.05802487854	11	2080	1.10078518516	0.281989986543	0.000221791129831	Mitochondrial fission 1 protein	FIS1
TRINITY_DN22020_c0_g3_i1.p1	251.756249594	6.78811941027	13	31744	0.728339890952	0.0710139298613	4.14407364768e-07	Serine--tRNA ligase	SERS
TRINITY_DN22022_c0_g2_i1.p1	817.901414743	1.22320357454	2	3	0.921727500195	0.00859831632208	0.000491332361262	Rho-related protein racC	
TRINITY_DN22022_c0_g2_i1.p1	779.285859874	2.99411631548	5	66	0.90171434395	0.0	0.0	Rho-related GTP-binding protein RhoA-B	
TRINITY_DN22022_c0_g2_i1.p1	658.175783763	6.97430560621	11	502	0.879356104616	0.0492140170791	0.000118102927121	Ras-related C3 botulinum toxin substrate 1	
TRINITY_DN22022_c0_g2_i1.p1	624.099415179	2.84640571416	5	93	0.848692805215	0.0170748640553	0.000168059685584	Rho-related GTP-binding protein RhoC	
TRINITY_DN22022_c0_g2_i1.p1	465.136597544	10.3793581881	15	2226	0.82893261476	0.0997684579371	3.46517838984e-05	Cell division control protein 42 homolog	
TRINITY_DN22022_c0_g2_i1.p1	513.485569766	2.21243043716	4	83	0.804208567812	0.0166241385327	0.000177324144348	Rho-related GTP-binding protein RhoV	
TRINITY_DN22022_c0_g2_i1.p1	446.104549142	1.82713312169	3	75	0.776878319153	0.0159135188578	0.000116725077196	Rho-related GTP-binding protein RhoQ	
TRINITY_DN22022_c0_g2_i1.p1	423.226249472	0.632953182076	1	3	0.761826623259	0.00476714937916	0.000476714937916	Rho-related protein racF2	
TRINITY_DN22022_c0_g2_i1.p1	398.183803816	4.05217381518	7	463	0.761295571626	0.0226805355637	6.83125292251e-05	Transforming protein RhoA	
TRINITY_DN22022_c0_g2_i1.p1	421.800108789	0.630820339242	1	4	0.759972151748	0.00235358690279	0.000235358690279	Rho-related protein racG	
TRINITY_DN22022_c0_g2_i1.p1	386.872741102	0.578585249986	1	6	0.747005791896	0.00424190874989	0.000424190874989	Rac-like GTP-binding protein RAC9	
TRINITY_DN22022_c0_g2_i1.p1	382.638554894	0.572252877719	1	9	0.74529496445	0.00422555177528	2.58938287914e-09	Rac-like GTP-binding protein 6	
TRINITY_DN22022_c0_g2_i1.p1	380.866489643	0.569602692701	1	3	0.744558814881	0.0041583064352	0.00041583064352	Rac-like GTP-binding protein ARAC2	
TRINITY_DN22022_c0_g2_i1.p1	379.937790643	0.568213791151	1	10	0.744206876744	0.0041964727093	0.000381497519027	Rac-like GTP-binding protein ARAC11	
TRINITY_DN22022_c0_g2_i1.p1	379.937790643	0.568213791151	1	3	0.744170898339	0.00412740992759	0.000412740992759	Rac-like GTP-binding protein ARAC6	
TRINITY_DN22022_c0_g2_i1.p1	379.75539601	0.567941013653	1	6	0.74412072151	0.00417284596819	0.000347737164016	Rac-like GTP-binding protein ARAC4	
TRINITY_DN22022_c0_g2_i1.p1	379.471783252	0.567516860941	1	10	0.743990849764	0.00414194946058	0.000345162455049	Rac-like GTP-binding protein ARAC9	
TRINITY_DN22022_c0_g2_i1.p1	371.683748574	0.555869585081	1	9	0.740836945621	0.004081973887	1.57330175674e-09	Rac-like GTP-binding protein 4	
TRINITY_DN22022_c0_g2_i1.p1	363.462426898	0.57010573481	1	11	0.737596433727	0.0041583064352	0.000378027857745	Rac-like GTP-binding protein ARAC5	
TRINITY_DN22022_c0_g2_i1.p1	343.391115498	1.83739027021	3	128	0.73540794603	0.0151901770915	3.5298629957e-05	Rac-like GTP-binding protein RAC1	
TRINITY_DN22022_c0_g2_i1.p1	325.026656299	1.79923401117	3	137	0.727530903775	0.0141869493152	5.79059155722e-05	Rho-related GTP-binding protein RhoG	
TRINITY_DN22022_c0_g2_i1.p1	333.740721413	0.650780124979	1	17	0.724905570485	0.00265891709559	2.79298014242e-06	Rho-related protein racA	
TRINITY_DN22022_c0_g2_i1.p1	318.85727749	1.63116156757	3	117	0.72468905428	0.0134799645235	8.81043432911e-05	Rho-related GTP-binding protein RhoU	
TRINITY_DN22022_c0_g2_i1.p1	315.229819854	1.18332060416	2	63	0.721203052311	0.00964152781413	5.57313746481e-05	Rac-like GTP-binding protein RAC2	
TRINITY_DN22022_c0_g2_i1.p1	292.97040114	1.17569889151	2	72	0.71234353079	0.00972513012882	5.25682709666e-05	Rho-related GTP-binding protein RhoJ	
TRINITY_DN22022_c0_g2_i1.p1	273.98397544	0.579484878665	1	20	0.701764743015	0.00409651341999	3.6342060663e-08	Ras-like GTP-binding protein RHO	
TRINITY_DN22022_c0_g2_i1.p1	265.890763324	2.30167911614	4	335	0.700252201278	0.00734973392653	2.68483431107e-05	GTP-binding protein RHO1	
TRINITY_DN22022_c0_g2_i1.p1	236.628221715	0.581503389174	1	27	0.686926261015	0.00428734479049	0.000133979524703	Rac-like GTP-binding protein ARAC3	
TRINITY_DN22022_c0_g2_i1.p1	228.173017931	0.57101503343	1	28	0.683479342889	0.00416557620169	0.000119016462905	Rac-like GTP-binding protein ARAC1	
TRINITY_DN22022_c0_g2_i1.p1	186.614254639	0.551169007971	1	39	0.672735988921	0.0152646921981	1.00288611443e-08	Rac-like GTP-binding protein 3	
TRINITY_DN22022_c0_g2_i1.p1	194.940038553	0.575758744927	1	39	0.670262626571	0.00431097153159	8.98119069082e-05	Rac-like GTP-binding protein RAC13	
TRINITY_DN22022_c0_g2_i1.p1	185.896047227	0.569774405243	1	42	0.666586402521	0.00420374247579	5.89969135004e-09	Rac-like GTP-binding protein 7	
TRINITY_DN22022_c0_g2_i1.p1	135.942478273	0.575067251311	1	80	0.646625202983	0.00424190874989	1.83920077155e-09	Rac-like GTP-binding protein 5	
TRINITY_DN22028_c0_g1_i1.p1	607.112927331	58.5790845376	100	41967	0.91820545462	0.161053102745	0.000106961628135	Adenylosuccinate synthetase	
TRINITY_DN22049_c0_g1_i1.p1	2316.30467852	8.66751779049	15	433	1.58270451257	0.124862998685	0.000262593057171	Twinfilin-1	
TRINITY_DN22062_c0_g1_i1.p1	1613.08812392	3.02293340121	5	296	1.34121369351	0.199954059952	0.000139608621362	DNA-directed RNA polymerase II subunit RPB4	
TRINITY_DN22077_c0_g1_i1.p1	7871.45024527	2.1495055837	4	6	3.82148078379	0.156232552816	0.00487163448045	Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51	SLC25A51
TRINITY_DN22078_c0_g2_i1.p1	3227.15098751	4.11721578318	8	119	1.95164811534	0.133560119665	4.28456278385e-05	Sorting and assembly machinery component 50 homolog	SAMM50
TRINITY_DN22084_c0_g1_i1.p1	1407.43506997	4.31098244249	8	625	1.28531612423	0.249694973158	0.000188023323161	Fimbrin	PLS3
TRINITY_DN22101_c0_g1_i1.p1	1.12664887589e-13	0.5362643901	1	52	0.62307722223	0.0624097863741	1.77259694195e-06	Sorting nexin lst-4	
TRINITY_DN22104_c0_g1_i1.p1	2405.89423225	4.48101657087	8	214	1.58014608237	0.0524277438408	8.42616651584e-05	Mitochondrial intermembrane space import and assembly protein 40	CHCHD4
TRINITY_DN22105_c0_g1_i1.p1	1242.61635736	2.14078006597	4	401	1.15956639299	0.136821169729	0.000231504735909	Mitotic spindle assembly checkpoint protein MAD2A	
TRINITY_DN22115_c0_g1_i1.p1	984.907165775	4.03005448122	7	85	0.98396286631	0.0	0.0	Rho-related GTP-binding protein RhoA-A	
TRINITY_DN22115_c0_g1_i1.p1	843.819299277	1.1842784546	2	3	0.933311974382	0.0108902051362	0.000622297436353	Rho-related protein racC	
TRINITY_DN22115_c0_g1_i1.p1	682.789096649	3.98583203807	7	173	0.879385105484	0.0306940497605	8.10225857196e-05	Transforming protein RhoA	
TRINITY_DN22115_c0_g1_i1.p1	640.446051007	6.36866789018	11	502	0.876094625571	0.0564406399423	0.000133299952082	Ras-related C3 botulinum toxin substrate 1	
TRINITY_DN22115_c0_g1_i1.p1	654.792065628	2.8025465429	5	93	0.863635785392	0.0221030342456	0.000217549549661	Rho-related GTP-binding protein RhoC	
TRINITY_DN22115_c0_g1_i1.p1	521.511270668	2.24407245357	4	94	0.809859061436	0.021227340604	0.000203132445971	Rho-related GTP-binding protein RhoB	
TRINITY_DN22115_c0_g1_i1.p1	392.12360819	8.2115671405	14	2226	0.786599243229	0.0749987051147	2.43121227319e-05	Cell division control protein 42 homolog	
TRINITY_DN22115_c0_g1_i1.p1	430.52504685	1.6547745888	3	75	0.770326297063	0.0153094951527	0.000112294585472	Rho-related GTP-binding protein RhoQ	
TRINITY_DN22115_c0_g1_i1.p1	435.091076531	0.61064068236	1	4	0.765606374173	0.00295102173037	0.000295102173037	Rho-related protein racG	
TRINITY_DN22115_c0_g1_i1.p1	392.894084509	0.551418472707	1	5	0.76546969211	0.0345510522809	2.98520337047e-08	Rac-like GTP-binding protein 1	
TRINITY_DN22115_c0_g1_i1.p1	420.346731535	0.589947437446	1	3	0.760967533354	0.00531736981135	0.000531736981135	Rho-related protein racF2	
TRINITY_DN22115_c0_g1_i1.p1	406.599769258	0.570653989192	1	3	0.755568227241	0.00550436003255	0.000550436003255	Rac-like GTP-binding protein ARAC6	
TRINITY_DN22115_c0_g1_i1.p1	403.120538869	0.565770993944	1	6	0.7541359029	0.00542798374502	0.000542798374502	Rac-like GTP-binding protein RAC9	
TRINITY_DN22115_c0_g1_i1.p1	402.664026468	0.565130292513	1	10	0.754005535011	0.00552806301834	0.000502551183485	Rac-like GTP-binding protein ARAC11	
TRINITY_DN22115_c0_g1_i1.p1	402.664026468	0.565130292513	1	9	0.753918712716	0.00538321143853	3.29878706381e-09	Rac-like GTP-binding protein 6	
TRINITY_DN22115_c0_g1_i1.p1	400.883176109	0.562630922576	1	3	0.753240957796	0.00542798374502	0.000542798374502	Rac-like GTP-binding protein ARAC2	
TRINITY_DN22115_c0_g1_i1.p1	397.032943556	0.557227236945	1	6	0.751634644778	0.005306835151	0.000442236262583	Rac-like GTP-binding protein ARAC4	
TRINITY_DN22115_c0_g1_i1.p1	390.699355005	0.548338235832	1	9	0.74907421872	0.00527259750487	2.03219989804e-09	Rac-like GTP-binding protein 4	
TRINITY_DN22115_c0_g1_i1.p1	388.799020119	0.545671172953	1	10	0.748240258703	0.00511721126471	0.000426434272059	Rac-like GTP-binding protein ARAC9	
TRINITY_DN22115_c0_g1_i1.p1	380.591415941	0.560223567583	1	11	0.745070042845	0.0053279044717	0.000484354951973	Rac-like GTP-binding protein ARAC5	
TRINITY_DN22115_c0_g1_i1.p1	343.050619509	1.72257140765	3	128	0.736220033498	0.0169792388181	3.94560158438e-05	Rac-like GTP-binding protein RAC1	
TRINITY_DN22115_c0_g1_i1.p1	333.360321735	1.73176491209	3	137	0.73243246295	0.0171451597186	6.99802437495e-05	Rho-related GTP-binding protein RhoG	
TRINITY_DN22115_c0_g1_i1.p1	318.831889416	1.12316468744	2	63	0.723386799996	0.0110429577112	6.38321254985e-05	Rac-like GTP-binding protein RAC2	
TRINITY_DN22115_c0_g1_i1.p1	325.604257263	0.595829358551	1	17	0.721694832541	0.00274164535592	2.87987957555e-06	Rho-related protein racA	
TRINITY_DN22115_c0_g1_i1.p1	290.254473493	0.57610573964	1	20	0.709013517819	0.0054938253722	4.8738259705e-08	Ras-like GTP-binding protein RHO	
TRINITY_DN22115_c0_g1_i1.p1	276.648347234	0.54910021653	1	20	0.70800077275	0.0138517615269	1.2352919981e-08	Rac-like GTP-binding protein 2	
TRINITY_DN22115_c0_g1_i1.p1	285.024341121	1.69249397597	3	179	0.706919903611	0.00549031381877	1.50419556678e-05	Rac-like GTP-binding protein RHO1	
TRINITY_DN22115_c0_g1_i1.p1	247.067495128	0.548271304541	1	25	0.691496105886	0.00503030031683	0.000152433342934	Rac-like GTP-binding protein ARAC8	
TRINITY_DN22115_c0_g1_i1.p1	243.583454481	0.561745927551	1	27	0.6902730785	0.00535160745749	0.000167237733046	Rac-like GTP-binding protein ARAC3	
TRINITY_DN22115_c0_g1_i1.p1	242.987217842	0.570653989192	1	28	0.69012233004	0.00551752835799	0.000157643667371	Rac-like GTP-binding protein ARAC1	
TRINITY_DN22115_c0_g1_i1.p1	196.169796654	0.543723653553	1	39	0.677342685473	0.0167448426253	1.10013159384e-08	Rac-like GTP-binding protein 3	
TRINITY_DN22115_c0_g1_i1.p1	203.996105152	0.565415291122	1	39	0.67443702385	0.00535160745749	0.000111491822031	Rac-like GTP-binding protein RAC13	
TRINITY_DN22115_c0_g1_i1.p1	195.51589934	0.562368444174	1	42	0.671024565885	0.00531736981135	7.46259811624e-09	Rac-like GTP-binding protein 7	
TRINITY_DN22115_c0_g1_i1.p1	162.317514997	0.58968866851	1	67	0.658356205839	0.00646828145452	5.05334488634e-05	Ras-like GTP-binding protein RhoL	
TRINITY_DN22115_c0_g1_i1.p1	161.519400405	0.555289540855	1	60	0.657509485285	0.0054727560515	5.82208090586e-05	Rac-like GTP-binding protein ARAC7	
TRINITY_DN22115_c0_g1_i1.p1	141.661454678	0.562368444174	1	80	0.64951210061	0.00537267677818	2.32947756737e-09	Rac-like GTP-binding protein 5	
TRINITY_DN22115_c0_g1_i1.p1	144.897091911	0.545693325395	1	72	0.649292002302	0.00251515015842	6.79770313085e-06	Rho-related GTP-binding protein RhoJ	
TRINITY_DN22123_c0_g2_i1.p1	1483.37773334	3.41088709678	6	422	1.28920382276	0.199717000892	0.000135947734615	Ubiquitin-conjugating enzyme E2 Q2	
TRINITY_DN22139_c0_g1_i1.p1	2052.7296238	19.2282046345	33	607	1.41109184952	0.0	0.0	Ras-related protein Ral-B	
TRINITY_DN22139_c0_g1_i1.p1	1569.26858903	5.53296761883	10	86	1.36893072358	0.285157202047	0.0044985442994	GTPase NRas	
TRINITY_DN22139_c0_g1_i1.p1	1127.55450806	5.71953522971	10	178	1.19464934193	0.289791768218	0.00189507749576	GTPase KRas	
TRINITY_DN22139_c0_g1_i1.p1	884.89541269	3.33056643555	6	98	1.05995330879	0.218839220431	0.000517844167632	GTPase HRas	
TRINITY_DN22139_c0_g1_i1.p1	493.714374585	0.593591456885	1	3	0.79609968505	0.0162381184499	0.000386621867855	Ras-like protein rasD	
TRINITY_DN22139_c0_g1_i1.p1	488.713351739	0.587578766106	1	6	0.793925715878	0.01588776505	0.000992985315623	Ras-like protein rasG	
TRINITY_DN22139_c0_g1_i1.p1	498.92739265	1.0897016864	2	33	0.793242690797	0.00692751915942	7.42913218951e-06	Transforming protein p29	
TRINITY_DN22139_c0_g1_i1.p1	481.206017858	0.57855275711	1	9	0.790752841886	0.0155678771631	0.000972992322691	Ras-like protein rasS	
TRINITY_DN22139_c0_g1_i1.p1	479.605206231	0.576628113771	1	2	0.789931542066	0.0152479892761	0.000401262875688	Ras-like protein rasB	
TRINITY_DN22139_c0_g1_i1.p1	426.044328659	0.58403506304	1	13	0.768193453317	0.0146386790154	0.000861098765609	Ras-like protein rasC	
TRINITY_DN22139_c0_g1_i1.p1	309.286380101	0.57607758246	1	24	0.717773436041	0.00765826834025	8.9012370871e-08	Ras protein let-60	
TRINITY_DN22139_c0_g1_i1.p1	284.302603977	0.540462917116	1	25	0.711362553578	0.0144178040458	3.79216308412e-06	Ras-related protein Rap1	
TRINITY_DN22149_c0_g2_i1.p1	833.527659736	4.21328093039	7	1096	1.12862630068	0.3871974864	2.84497243638e-05	Cytosolic non-specific dipeptidase	
TRINITY_DN22149_c0_g2_i1.p1	978.23380678	1.79232740677	3	144	1.05950929875	0.14748334014	0.00248028794187	Cys-Gly metallodipeptidase DUG1	
TRINITY_DN22172_c0_g1_i1.p1	616.946919852	1.10773166293	2	814	0.965573990608	0.243009579542	7.27549845674e-06	Organic cation transporter protein	
TRINITY_DN22187_c0_g1_i2.p1	2322.89963789	4.22253843137	8	229	1.62831943717	0.205961278789	5.21273781386e-06	Zinc finger AN1 domain-containing stress-associated protein 17	
TRINITY_DN22188_c0_g1_i1.p1	901.243135048	0.555196153679	1	6	0.995134699427	0.0842145324668	0.000187159996823	Glutathione S-transferase Z2	
TRINITY_DN22188_c0_g1_i1.p1	306.286009275	5.893272354	10	9754	0.869278364986	0.295776099303	0.000131432272518	Maleylacetoacetate isomerase	
TRINITY_DN22188_c0_g1_i1.p1	60.3889401406	0.576238791448	1	2398	0.704819483247	0.171063879618	2.54965887438e-06	Maleylpyruvate isomerase	
TRINITY_DN22188_c0_g1_i1.p1	55.5206608692	3.2499648492	6	90011	0.65470893112	0.0801898530358	2.23314538373e-06	Glutathione S-transferase zeta class	
TRINITY_DN22215_c0_g2_i1.p1	2361.34659322	5.2428954003	9	250	1.85254585243	0.599496855346	0.0136940906044	Myotrophin	MTPN
TRINITY_DN22217_c0_g1_i1.p1	520.975750157	19.2694149804	33	18791	0.866992044276	0.129436503806	1.98598116111e-05	Pyruvate dehydrogenase E1 component subunit alpha	
TRINITY_DN22231_c0_g1_i1.p1	1541.76585269	1.62670254049	3	154	1.26664581473	0.113088777946	0.000121067325702	Enhancer of split mgamma protein	
TRINITY_DN22231_c0_g1_i1.p1	637.174797549	0.48756327643	1	81	0.845916085365	0.00197389841545	9.26143413525e-09	Transcription cofactor HES-6	
TRINITY_DN22249_c0_g1_i2.p1	1243.37344712	13.0786893325	22	2204	1.14287205874	0.104759506114	7.08240240878e-06	Eukaryotic translation initiation factor 3 subunit K	
TRINITY_DN22258_c0_g2_i1.p1	8383.69877893	2.74561290344	5	11	4.27457607816	0.624710245712	6.81786701187e-06	Phenylalanine--tRNA ligase, mitochondrial	
TRINITY_DN22261_c0_g1_i2.p1	3522.27360001	2.72906239057	5	17	2.02089461094	0.0414814492628	1.41466961737e-07	Probable CCR4-associated factor 1 homolog 7	
TRINITY_DN22261_c0_g1_i2.p1	1058.06524422	6.0569630632	10	928	1.10915783333	0.181003218651	1.48761054969e-06	CCR4-NOT transcription complex subunit 7	
TRINITY_DN22261_c0_g1_i2.p1	935.390582372	0.555852069514	1	7	0.968046680499	0.0073398286286	1.69188727774e-05	Poly(A) ribonuclease pop2	
TRINITY_DN22274_c0_g2_i1.p1	1118.00932397	2.38098630411	4	325	1.1671000379	0.245087304016	1.85908235645e-06	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	
TRINITY_DN22287_c0_g1_i1.p1	2.10933933613e-12	0.524256055688	1	225	0.656121541835	0.124757564003	1.64566209019e-06	Lysine-specific demethylase 8	
TRINITY_DN22301_c0_g2_i1.p1	3.03745252611e-14	0.525467502286	1	27	0.600559459936	0.0199234303216	2.09329731606e-06	D(1A) dopamine receptor (Fragment)	
TRINITY_DN22301_c0_g2_i2.p1	1682.00518557	6.57444408074	13	399	1.39545193239	0.250273704837	0.000239730071	Dopamine receptor 1	
TRINITY_DN22301_c0_g2_i2.p1	492.310612724	1.09416183208	2	129	0.886460372393	0.187801965647	5.42755281253e-05	Octopamine receptor beta-1R	
TRINITY_DN22301_c0_g2_i2.p1	502.611607879	2.48424368264	5	638	0.803581901658	0.0236550250817	4.7606518263e-06	Beta-2 adrenergic receptor	
TRINITY_DN22301_c0_g2_i2.p1	200.946318034	1.51944102526	3	1493	0.689127051723	0.0353745501306	6.47007417365e-07	5-hydroxytryptamine receptor 4	
TRINITY_DN22307_c0_g1_i2.p1	1.70663958512e-13	0.529315087677	1	64	0.76636065091	0.332713062895	0.00113637876838	LDLR chaperone boca	
TRINITY_DN22312_c0_g1_i1.p1	1095.78680683	1.13877381546	2	258	1.55646965436	0.99651810585	1.67762578741e-05	Coiled-coil domain-containing protein 12	CCDC12
